,ID,Genbank ID,Assembly ID,Mafname,Name,Group,Leaf assignment,C_192,C_193,C_191,C_189,C_187,C_185,C_181,C_176,C_177,C_172,C_173,C_166,C_167,C_162,C_163,C_159,C_154,C_155,C_148,C_149,C_142,C_143,C_136,C_137,C_130,C_131,C_123,C_124,C_116,C_117,C_110,C_111,C_104,C_105,C_96,C_97,C_90,C_91,C_87,C_82,C_83,C_76,C_77,C_67,C_68,C_61,C_62,C_55,C_56,C_49,C_50,C_43,C_44,C_39,C_40,C_30,C_31,C_27,C_13,C_14,C_15,C_3
75,75,,KM233042v1,KM233042v1.KM233042v1,EM119_2014,Ebola 2014,92,0.2880,0.1310,0.2810,0.2810,0.2790,0.2870,0.2870,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2870,0.2800,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2790,0.2870,0.2800,0.2880,0.1980,0.2880,0.1990,0.2880,0.2810,0.2880,0.2800,0.2880,0.2810,0.2880,0.2800,0.2880,0.2790,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2880,0.2790,0.2880,0.2800,0.2880,0.2810,0.2810,0.2800,0.2870,0.1540,0.1980,0.1970,0.1980,0.1970,0.1980
76,76,,KM233043v1,KM233043v1.KM233043v1,EM120_2014,Ebola 2014,101,0.2880,0.1310,0.2810,0.2810,0.2790,0.2870,0.2870,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2870,0.2800,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2790,0.2870,0.2800,0.2880,0.1980,0.2880,0.1990,0.2880,0.2810,0.2880,0.2800,0.2880,0.2810,0.2880,0.2800,0.2880,0.2790,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2880,0.2790,0.2880,0.2800,0.2880,0.2810,0.2810,0.2800,0.2870,0.1540,0.1980,0.1970,0.1980,0.1970,0.1980
77,77,,KM233044v1,KM233044v1.KM233044v1,EM121_2014,Ebola 2014,101,0.2880,0.1310,0.2810,0.2810,0.2790,0.2880,0.2870,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2790,0.2880,0.2800,0.2880,0.1980,0.2880,0.1990,0.2880,0.2810,0.2880,0.2800,0.2880,0.2810,0.2880,0.2800,0.2880,0.2790,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2880,0.2790,0.2880,0.2800,0.2880,0.2810,0.2810,0.2800,0.2880,0.1540,0.1980,0.1970,0.1980,0.1970,0.1980
78,78,,KM233045v1,KM233045v1.KM233045v1,EM124v1_2014,Ebola 2014,107,0.2870,0.1310,0.2810,0.2810,0.2790,0.2870,0.2870,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2870,0.2780,0.2870,0.2800,0.2870,0.2790,0.2870,0.2800,0.2870,0.1980,0.2870,0.1990,0.2870,0.2810,0.2870,0.2800,0.2870,0.2810,0.2870,0.2800,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2790,0.2870,0.2800,0.2870,0.2810,0.2810,0.2800,0.2870,0.1540,0.1980,0.1970,0.1980,0.1970,0.1980
79,79,,KM233046v1,KM233046v1.KM233046v1,EM124v2_2014,Ebola 2014,45,0.2880,0.1310,0.2820,0.2820,0.2790,0.2880,0.2880,0.2880,0.2810,0.2880,0.2810,0.2880,0.2810,0.2880,0.2810,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2790,0.2880,0.2810,0.2880,0.1980,0.2880,0.1990,0.2880,0.2810,0.2880,0.2810,0.2880,0.2810,0.2880,0.2810,0.2880,0.2790,0.2880,0.2880,0.2790,0.2880,0.2810,0.2880,0.2810,0.2880,0.2810,0.2880,0.2790,0.2880,0.2810,0.2880,0.2810,0.2820,0.2810,0.2880,0.1540,0.1990,0.1970,0.1980,0.1980,0.1980
80,80,,KM233047v1,KM233047v1.KM233047v1,EM124v3_2014,Ebola 2014,46,0.2870,0.1310,0.2810,0.2810,0.2790,0.2870,0.2870,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2870,0.2780,0.2870,0.2800,0.2870,0.2780,0.2870,0.2800,0.2870,0.1980,0.2870,0.1990,0.2870,0.2810,0.2870,0.2800,0.2870,0.2810,0.2870,0.2800,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2780,0.2870,0.2800,0.2870,0.2810,0.2810,0.2800,0.2870,0.1540,0.1980,0.1970,0.1980,0.1970,0.1980
81,81,,KM233048v1,KM233048v1.KM233048v1,EM124v4_2014,Ebola 2014,112,0.2890,0.1320,0.2820,0.2820,0.2800,0.2890,0.2890,0.2890,0.2810,0.2890,0.2810,0.2890,0.2810,0.2890,0.2810,0.2890,0.2890,0.2800,0.2890,0.2810,0.2890,0.2800,0.2890,0.2810,0.2890,0.1990,0.2890,0.1990,0.2890,0.2820,0.2890,0.2810,0.2890,0.2820,0.2890,0.2810,0.2890,0.2800,0.2890,0.2890,0.2800,0.2890,0.2810,0.2890,0.2810,0.2890,0.2810,0.2890,0.2800,0.2890,0.2810,0.2890,0.2820,0.2820,0.2810,0.2890,0.1550,0.1990,0.1980,0.1980,0.1980,0.1990
82,82,,KM233049v1,KM233049v1.KM233049v1,G3707_2014,Ebola 2014,52,0.2870,0.1310,0.2800,0.2800,0.2780,0.2870,0.2870,0.2870,0.2800,0.2870,0.2800,0.2870,0.2790,0.2870,0.2800,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2780,0.2870,0.2800,0.2870,0.1980,0.2870,0.1980,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2790,0.2870,0.2800,0.2870,0.2780,0.2870,0.2800,0.2870,0.2800,0.2800,0.2800,0.2870,0.1540,0.1980,0.1960,0.1970,0.1970,0.1980
83,83,,KM233050v1,KM233050v1.KM233050v1,G3713v2_2014,Ebola 2014,52,0.2870,0.1310,0.2800,0.2800,0.2780,0.2870,0.2870,0.2870,0.2790,0.2870,0.2790,0.2870,0.2790,0.2870,0.2790,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2780,0.2870,0.2790,0.2870,0.1980,0.2870,0.1980,0.2870,0.2800,0.2870,0.2790,0.2870,0.2800,0.2870,0.2790,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2790,0.2870,0.2790,0.2870,0.2780,0.2870,0.2790,0.2870,0.2800,0.2800,0.2790,0.2870,0.1540,0.1980,0.1960,0.1970,0.1970,0.1970
84,84,,KM233051v1,KM233051v1.KM233051v1,G3713v3_2014,Ebola 2014,113,0.2870,0.1310,0.2800,0.2800,0.2780,0.2870,0.2870,0.2870,0.2800,0.2870,0.2790,0.2870,0.2790,0.2870,0.2800,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2780,0.2870,0.2800,0.2870,0.1980,0.2870,0.1980,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2790,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2790,0.2870,0.2800,0.2870,0.2780,0.2870,0.2790,0.2870,0.2800,0.2800,0.2800,0.2870,0.1540,0.1980,0.1960,0.1970,0.1970,0.1980
85,85,,KM233052v1,KM233052v1.KM233052v1,G3713v4_2014,Ebola 2014,58,0.2870,0.1310,0.2800,0.2800,0.2780,0.2870,0.2870,0.2870,0.2800,0.2870,0.2800,0.2870,0.2790,0.2870,0.2800,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2780,0.2870,0.2800,0.2870,0.1980,0.2870,0.1980,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2790,0.2870,0.2800,0.2870,0.2780,0.2870,0.2800,0.2870,0.2800,0.2800,0.2800,0.2870,0.1540,0.1980,0.1960,0.1970,0.1970,0.1980
86,86,,KM233053v1,KM233053v1.KM233053v1,G3724_2014,Ebola 2014,58,0.2870,0.1310,0.2800,0.2800,0.2780,0.2870,0.2870,0.2870,0.2790,0.2870,0.2790,0.2870,0.2790,0.2870,0.2790,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2780,0.2870,0.2790,0.2870,0.1980,0.2870,0.1980,0.2870,0.2800,0.2870,0.2790,0.2870,0.2800,0.2870,0.2790,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2790,0.2870,0.2790,0.2870,0.2780,0.2870,0.2790,0.2870,0.2800,0.2800,0.2790,0.2870,0.1540,0.1980,0.1960,0.1970,0.1970,0.1970
87,87,,KM233054v1,KM233054v1.KM233054v1,G3729_2014,Ebola 2014,119,0.2870,0.1310,0.2800,0.2800,0.2780,0.2870,0.2870,0.2870,0.2800,0.2870,0.2800,0.2870,0.2790,0.2870,0.2800,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2780,0.2870,0.2800,0.2870,0.1980,0.2870,0.1980,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2790,0.2870,0.2800,0.2870,0.2780,0.2870,0.2800,0.2870,0.2800,0.2800,0.2800,0.2870,0.1540,0.1980,0.1960,0.1970,0.1970,0.1980
88,88,,KM233055v1,KM233055v1.KM233055v1,G3734v1_2014,Ebola 2014,63,0.2880,0.1310,0.2810,0.2810,0.2790,0.2880,0.2880,0.2880,0.2810,0.2880,0.2810,0.2880,0.2800,0.2880,0.2810,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2790,0.2880,0.2810,0.2880,0.1980,0.2880,0.1990,0.2880,0.2810,0.2880,0.2810,0.2880,0.2810,0.2880,0.2810,0.2880,0.2790,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2800,0.2880,0.2810,0.2880,0.2790,0.2880,0.2810,0.2880,0.2810,0.2810,0.2810,0.2880,0.1540,0.1990,0.1970,0.1980,0.1970,0.1980
89,89,,KM233056v1,KM233056v1.KM233056v1,G3735v1_2014,Ebola 2014,64,0.2870,0.1310,0.2800,0.2800,0.2780,0.2870,0.2870,0.2870,0.2790,0.2870,0.2790,0.2870,0.2790,0.2870,0.2790,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2780,0.2870,0.2790,0.2870,0.1980,0.2870,0.1980,0.2870,0.2800,0.2870,0.2790,0.2870,0.2800,0.2870,0.2790,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2790,0.2870,0.2790,0.2870,0.2780,0.2870,0.2790,0.2870,0.2800,0.2800,0.2790,0.2870,0.1540,0.1980,0.1960,0.1970,0.1970,0.1970
90,90,,KM233057v1,KM233057v1.KM233057v1,G3735v2_2014,Ebola 2014,126,0.2870,0.1310,0.2800,0.2800,0.2780,0.2870,0.2870,0.2870,0.2800,0.2870,0.2790,0.2870,0.2790,0.2870,0.2800,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2780,0.2870,0.2800,0.2870,0.1980,0.2870,0.1980,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2790,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2790,0.2870,0.2800,0.2870,0.2780,0.2870,0.2790,0.2870,0.2800,0.2800,0.2800,0.2870,0.1540,0.1980,0.1960,0.1970,0.1970,0.1970
91,91,,KM233058v1,KM233058v1.KM233058v1,G3750v1_2014,Ebola 2014,127,0.2890,0.1310,0.2820,0.2820,0.2800,0.2880,0.2880,0.2890,0.2810,0.2890,0.2810,0.2890,0.2810,0.2880,0.2810,0.2890,0.2890,0.2790,0.2890,0.2810,0.2890,0.2800,0.2880,0.2810,0.2890,0.1990,0.2890,0.1990,0.2890,0.2820,0.2890,0.2810,0.2890,0.2820,0.2890,0.2810,0.2890,0.2790,0.2890,0.2890,0.2790,0.2890,0.2810,0.2890,0.2810,0.2890,0.2810,0.2890,0.2800,0.2890,0.2810,0.2890,0.2820,0.2820,0.2810,0.2880,0.1540,0.1990,0.1970,0.1980,0.1980,0.1990
92,92,,KM233059v1,KM233059v1.KM233059v1,G3750v2_2014,Ebola 2014,70,0.2890,0.1320,0.2830,0.2830,0.2810,0.2890,0.2890,0.2890,0.2820,0.2890,0.2820,0.2890,0.2820,0.2890,0.2820,0.2890,0.2890,0.2800,0.2890,0.2810,0.2890,0.2800,0.2890,0.2820,0.2890,0.1990,0.2890,0.2000,0.2890,0.2830,0.2890,0.2820,0.2890,0.2830,0.2890,0.2820,0.2890,0.2800,0.2890,0.2890,0.2800,0.2890,0.2820,0.2890,0.2820,0.2890,0.2820,0.2890,0.2800,0.2890,0.2820,0.2890,0.2830,0.2830,0.2820,0.2890,0.1550,0.2000,0.1980,0.1990,0.1980,0.1990
93,93,,KM233060v1,KM233060v1.KM233060v1,G3750v3_2014,Ebola 2014,73,0.2910,0.1320,0.2840,0.2840,0.2820,0.2910,0.2910,0.2910,0.2830,0.2910,0.2830,0.2910,0.2830,0.2910,0.2830,0.2910,0.2910,0.2820,0.2910,0.2830,0.2910,0.2820,0.2910,0.2830,0.2910,0.2000,0.2910,0.2010,0.2910,0.2840,0.2910,0.2830,0.2910,0.2840,0.2910,0.2830,0.2910,0.2820,0.2910,0.2910,0.2820,0.2910,0.2830,0.2910,0.2830,0.2910,0.2830,0.2910,0.2820,0.2910,0.2830,0.2910,0.2840,0.2840,0.2830,0.2910,0.1560,0.2000,0.1990,0.2000,0.1990,0.2000
94,94,,KM233061v1,KM233061v1.KM233061v1,G3752_2014,Ebola 2014,133,0.2880,0.1310,0.2810,0.2810,0.2790,0.2880,0.2880,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2790,0.2880,0.2800,0.2880,0.1980,0.2880,0.1990,0.2880,0.2810,0.2880,0.2800,0.2880,0.2810,0.2880,0.2800,0.2880,0.2790,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2880,0.2790,0.2880,0.2800,0.2880,0.2810,0.2810,0.2800,0.2880,0.1540,0.1980,0.1970,0.1980,0.1970,0.1980
95,95,,KM233062v1,KM233062v1.KM233062v1,G3758_2014,Ebola 2014,79,0.2870,0.1310,0.2810,0.2810,0.2780,0.2870,0.2870,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2780,0.2870,0.2800,0.2870,0.1980,0.2870,0.1980,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2780,0.2870,0.2800,0.2870,0.2800,0.2810,0.2800,0.2870,0.1540,0.1980,0.1970,0.1970,0.1970,0.1980
96,96,,KM233063v1,KM233063v1.KM233063v1,G3764_2014,Ebola 2014,79,0.2870,0.1310,0.2800,0.2800,0.2780,0.2870,0.2870,0.2870,0.2800,0.2870,0.2790,0.2870,0.2790,0.2870,0.2800,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2780,0.2870,0.2800,0.2870,0.1980,0.2870,0.1980,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2790,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2790,0.2870,0.2800,0.2870,0.2780,0.2870,0.2790,0.2870,0.2800,0.2800,0.2800,0.2870,0.1540,0.1980,0.1960,0.1970,0.1970,0.1970
97,97,,KM233064v1,KM233064v1.KM233064v1,G3765v2_2014,Ebola 2014,199,0.2890,0.1320,0.2830,0.2830,0.2800,0.2890,0.2890,0.2890,0.2820,0.2890,0.2820,0.2890,0.2820,0.2890,0.2820,0.2890,0.2890,0.2800,0.2890,0.2810,0.2890,0.2800,0.2890,0.2820,0.2890,0.1990,0.2890,0.2000,0.2890,0.2820,0.2890,0.2820,0.2890,0.2820,0.2890,0.2820,0.2890,0.2800,0.2890,0.2890,0.2800,0.2890,0.2820,0.2890,0.2820,0.2890,0.2820,0.2890,0.2800,0.2890,0.2820,0.2890,0.2820,0.2830,0.2820,0.2890,0.1550,0.1990,0.1980,0.1990,0.1980,0.1990
98,98,,KM233065v1,KM233065v1.KM233065v1,G3769v1_2014,Ebola 2014,85,0.2870,0.1310,0.2810,0.2810,0.2790,0.2870,0.2870,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2780,0.2870,0.2800,0.2870,0.1980,0.2870,0.1980,0.2870,0.2810,0.2870,0.2800,0.2870,0.2810,0.2870,0.2800,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2780,0.2870,0.2800,0.2870,0.2810,0.2810,0.2800,0.2870,0.1540,0.1980,0.1970,0.1970,0.1970,0.1980
99,99,,KM233066v1,KM233066v1.KM233066v1,G3769v2_2014,Ebola 2014,84,0.2880,0.1310,0.2810,0.2810,0.2790,0.2880,0.2880,0.2880,0.2810,0.2880,0.2810,0.2880,0.2810,0.2880,0.2810,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2790,0.2880,0.2810,0.2880,0.1980,0.2880,0.1990,0.2880,0.2810,0.2880,0.2810,0.2880,0.2810,0.2880,0.2810,0.2880,0.2790,0.2880,0.2880,0.2790,0.2880,0.2810,0.2880,0.2810,0.2880,0.2810,0.2880,0.2790,0.2880,0.2810,0.2880,0.2810,0.2810,0.2810,0.2880,0.1540,0.1990,0.1970,0.1980,0.1970,0.1980
100,100,,KM233067v1,KM233067v1.KM233067v1,G3769v3_2014,Ebola 2014,197,0.2880,0.1310,0.2810,0.2810,0.2790,0.2880,0.2880,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2790,0.2880,0.2800,0.2880,0.1980,0.2880,0.1990,0.2880,0.2810,0.2880,0.2800,0.2880,0.2810,0.2880,0.2800,0.2880,0.2790,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2880,0.2790,0.2880,0.2800,0.2880,0.2810,0.2810,0.2800,0.2880,0.1540,0.1980,0.1970,0.1980,0.1970,0.1980
101,101,,KM233068v1,KM233068v1.KM233068v1,G3769v4_2014,Ebola 2014,87,0.2870,0.1310,0.2810,0.2810,0.2790,0.2870,0.2870,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2780,0.2870,0.2800,0.2870,0.1980,0.2870,0.1980,0.2870,0.2810,0.2870,0.2800,0.2870,0.2810,0.2870,0.2800,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2780,0.2870,0.2800,0.2870,0.2810,0.2810,0.2800,0.2870,0.1540,0.1980,0.1970,0.1970,0.1970,0.1980
102,102,,KM233069v1,KM233069v1.KM233069v1,G3770v1_2014,Ebola 2014,87,0.2870,0.1310,0.2800,0.2800,0.2780,0.2870,0.2870,0.2870,0.2790,0.2870,0.2790,0.2870,0.2790,0.2870,0.2790,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2780,0.2870,0.2790,0.2870,0.1970,0.2870,0.1980,0.2870,0.2800,0.2870,0.2790,0.2870,0.2800,0.2870,0.2790,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2790,0.2870,0.2790,0.2870,0.2780,0.2870,0.2790,0.2870,0.2800,0.2800,0.2790,0.2870,0.1540,0.1980,0.1960,0.1970,0.1970,0.1970
103,103,,KM233070v1,KM233070v1.KM233070v1,G3770v2_2014,Ebola 2014,181,0.2870,0.1310,0.2800,0.2800,0.2780,0.2870,0.2870,0.2870,0.2790,0.2870,0.2790,0.2870,0.2790,0.2870,0.2790,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2780,0.2870,0.2790,0.2870,0.1970,0.2870,0.1980,0.2870,0.2800,0.2870,0.2790,0.2870,0.2800,0.2870,0.2790,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2790,0.2870,0.2790,0.2870,0.2780,0.2870,0.2790,0.2870,0.2800,0.2800,0.2790,0.2870,0.1540,0.1980,0.1960,0.1970,0.1970,0.1970
104,104,,KM233071v1,KM233071v1.KM233071v1,G3771_2014,Ebola 2014,178,0.2880,0.1310,0.2810,0.2810,0.2790,0.2880,0.2880,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2790,0.2880,0.2800,0.2880,0.1980,0.2880,0.1990,0.2880,0.2810,0.2880,0.2800,0.2880,0.2810,0.2880,0.2800,0.2880,0.2790,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2880,0.2790,0.2880,0.2800,0.2880,0.2810,0.2810,0.2800,0.2880,0.1540,0.1980,0.1970,0.1980,0.1970,0.1980
105,105,,KM233072v1,KM233072v1.KM233072v1,G3782_2014,Ebola 2014,93,0.2870,0.1310,0.2800,0.2800,0.2780,0.2870,0.2870,0.2870,0.2800,0.2870,0.2800,0.2870,0.2790,0.2870,0.2800,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2780,0.2870,0.2800,0.2870,0.1980,0.2870,0.1980,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2790,0.2870,0.2800,0.2870,0.2780,0.2870,0.2800,0.2870,0.2800,0.2800,0.2800,0.2870,0.1540,0.1980,0.1960,0.1970,0.1970,0.1970
106,106,,KM233073v1,KM233073v1.KM233073v1,G3786_2014,Ebola 2014,92,0.2880,0.1310,0.2810,0.2810,0.2790,0.2880,0.2870,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2790,0.2880,0.2800,0.2880,0.1980,0.2880,0.1990,0.2880,0.2810,0.2880,0.2800,0.2880,0.2810,0.2880,0.2800,0.2880,0.2790,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2880,0.2790,0.2880,0.2800,0.2880,0.2810,0.2810,0.2800,0.2880,0.1540,0.1980,0.1970,0.1980,0.1970,0.1980
107,107,,KM233074v1,KM233074v1.KM233074v1,G3787_2014,Ebola 2014,172,0.2880,0.1310,0.2810,0.2810,0.2790,0.2880,0.2880,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2790,0.2880,0.2800,0.2880,0.1980,0.2880,0.1990,0.2880,0.2810,0.2880,0.2800,0.2880,0.2810,0.2880,0.2800,0.2880,0.2790,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2880,0.2790,0.2880,0.2800,0.2880,0.2810,0.2810,0.2800,0.2880,0.1540,0.1990,0.1970,0.1980,0.1970,0.1980
108,108,,KM233075v1,KM233075v1.KM233075v1,G3788_2014,Ebola 2014,99,0.2870,0.1310,0.2810,0.2810,0.2780,0.2870,0.2870,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2870,0.2780,0.2870,0.2790,0.2870,0.2780,0.2870,0.2800,0.2870,0.1980,0.2870,0.1980,0.2870,0.2800,0.2870,0.2800,0.2870,0.2810,0.2870,0.2800,0.2870,0.2780,0.2870,0.2870,0.2780,0.2870,0.2800,0.2870,0.2800,0.2870,0.2800,0.2870,0.2780,0.2870,0.2800,0.2870,0.2810,0.2810,0.2800,0.2870,0.1540,0.1980,0.1970,0.1970,0.1970,0.1980
109,109,,KM233076v1,KM233076v1.KM233076v1,G3789v1_2014,Ebola 2014,100,0.2890,0.1320,0.2820,0.2820,0.2800,0.2890,0.2890,0.2890,0.2820,0.2890,0.2820,0.2890,0.2810,0.2890,0.2820,0.2890,0.2890,0.2800,0.2890,0.2810,0.2890,0.2800,0.2890,0.2820,0.2890,0.1990,0.2890,0.2000,0.2890,0.2820,0.2890,0.2820,0.2890,0.2820,0.2890,0.2820,0.2890,0.2800,0.2890,0.2890,0.2800,0.2890,0.2810,0.2890,0.2810,0.2890,0.2820,0.2890,0.2800,0.2890,0.2820,0.2890,0.2820,0.2820,0.2820,0.2890,0.1550,0.1990,0.1980,0.1990,0.1980,0.1990
110,110,,KM233077v1,KM233077v1.KM233077v1,G3795_2014,Ebola 2014,168,0.2880,0.1310,0.2810,0.2810,0.2790,0.2880,0.2880,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2790,0.2880,0.2800,0.2880,0.1980,0.2880,0.1990,0.2880,0.2810,0.2880,0.2800,0.2880,0.2810,0.2880,0.2800,0.2880,0.2790,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2880,0.2790,0.2880,0.2800,0.2880,0.2810,0.2810,0.2800,0.2880,0.1540,0.1980,0.1970,0.1980,0.1970,0.1980
111,111,,KM233078v1,KM233078v1.KM233078v1,G3796_2014,Ebola 2014,106,0.2880,0.1310,0.2810,0.2810,0.2790,0.2880,0.2870,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2790,0.2880,0.2800,0.2880,0.1980,0.2880,0.1990,0.2880,0.2810,0.2880,0.2800,0.2880,0.2810,0.2880,0.2800,0.2880,0.2790,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2800,0.2880,0.2800,0.2880,0.2790,0.2880,0.2800,0.2880,0.2810,0.2810,0.2800,0.2880,0.1540,0.1980,0.1970,0.1980,0.1970,0.1980
112,112,,KM233079v1,KM233079v1.KM233079v1,G3798_2014,Ebola 2014,106,0.2880,0.1310,0.2820,0.2820,0.2790,0.2880,0.2880,0.2880,0.2810,0.2880,0.2810,0.2880,0.2810,0.2880,0.2810,0.2880,0.2880,0.2790,0.2880,0.2800,0.2880,0.2790,0.2880,0.2810,0.2880,0.1980,0.2880,0.1990,0.2880,0.2810,0.2880,0.2810,0.2880,0.2810,0.2880,0.2810,0.2880,0.2790,0.2880,0.2880,0.2790,0.2880,0.2810,0.2880,0.2810,0.2880,0.2810,0.2880,0.2790,0.2880,0.2810,0.2880,0.2810,0.2820,0.2810,0.2880,0.1540,0.1990,0.1970,0.1980,0.1980,0.1980
